SeqNo,RepoName,WflowName,Properties_file,Actionname,SH_QL_file,Arg1,Arg2,Arg3,Arg4,Arg5,Arg6,Arg7,Arg8,Arg9,Arg10,Arg11,Arg12,Arg13,Arg14,Arg15,Arg16,Arg17,Arg18,Arg19,Arg20,Arg21,Arg22,Arg23,Arg24,Arg25,Arg26,Arg27,Arg28,Arg29,Arg30,Arg31,Arg32,Arg33,Arg34,Arg35,Argname1,Argvalue1,Argname2,Argvalue2,Argname3,Argvalue3,Argname4,Argvalue4,Argname5,Argvalue5,Argname6,Argvalue6,Argname7,Argvalue7,Argname8,Argvalue8,Argname9,Argvalue9,Argname10,Argvalue10,Argname11,Argvalue11,Argname12,Argvalue12,Argname13,Argvalue13,Argname14,Argvalue14,Argname15,Argvalue15,Pname1,Pvalue1,Pname2,Pvalue2,Pname3,Pvalue3,Pname4,Pvalue4,Pname5,Pvalue5,Pname6,Pvalue6,Pname7,Pvalue7,Pname8,Pvalue8,Pname9,Pvalue9,Pname10,Pvalue10,Pname11,Pvalue11,Pname12,Pvalue12,Pname13,Pvalue13,Pname14,Pvalue14,Pname15,Pvalue15,Pname16,Pvalue16,Pname17,Pvalue17,Pname18,Pvalue18,Pname19,Pvalue19,Pname20,Pvalue20,Pname21,Pvalue21,Pname22,Pvalue22,Pname23,Pvalue23,Pname24,Pvalue24,Pname25,Pvalue25,Pname26,Pvalue26,Pname27,Pvalue27,Pname28,Pvalue28,Pname29,Pvalue29,Pname30,Pvalue30,File1,File2,File3,File4,File5,File6,File7,File8,File9,File10,
99,repo,LoadAXTSummary_Reload,f1/f2/repo/Workflows/LoadAXTSummary_Reload/Properties/DEV/prg1dataprogRepository_LoadAXTSummary_Reload_History_PRS_WF.properties,Get_CRC4T_Data_AXT_Reload,AXTReloadtransform.sh,${spark_master},${spark_deploy_mode},${spark_max_executors},${spark_driver_memory},${spark_executor_memory},${spark_executor_cores},${output},${hive_database_name},${kerberos_keytab_filename},${kerberos_principal},${current_user},${lkb_days},${source_table},${current_date},${start_date},${assembly_jar},${hive_jdbc_url},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${path_hdfs_project}/AXTReloadtransform.sh,${path_hdfs_project}/AXTReloadtransform.py,${path_hdfs_project}/AXTReloadtransform_script.sql,${kerberos_keytab_file},,,,,,,
100,repo,LoadAXTSummary_Reload,f1/f2/repo/Workflows/LoadAXTSummary_Reload/Properties/DEV/prg1dataprogRepository_LoadAXTSummary_Reload_History_PRS_WF.properties,Load_To_Master,${path_hdfs_project}/loadToMaster.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},mstr_table_name,${mstr_tbl},stg_table_name,${stg_table},lkb_days,${lkb_days},current_date,${current_date},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,repo,LoadAXTSummary_Reload,f1/f2/repo/Workflows/LoadAXTSummary_Reload/Properties/DEV/prg1dataprogRepository_LoadAXTSummary_Reload_History_PRS_WF.properties,Load_Daily_Mntr_Stg_Load,${path_hdfs_project}/AXT_Monitoring_stage.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},stg_table,${stg_table},monitoring_staging,${monitoring_staging},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,repo,LoadAXTSummary_Reload,f1/f2/repo/Workflows/LoadAXTSummary_Reload/Properties/DEV/prg1dataprogRepository_LoadAXTSummary_Reload_History_PRS_WF.properties,Load_Daily_Mntr_Master_Load,${path_hdfs_project}/LoadAXTMonitorMaster.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},monitoring_master,${monitoring_master},monitoring_staging,${monitoring_staging},currentUser,${current_user},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,repo,LoadAXTSummary_Reload,f1/f2/repo/Workflows/LoadAXTSummary_Reload/Properties/DEV/prg1dataprogRepository_LoadAXTSummary_Reload_History_PRS_WF.properties,Load_VHA_Daily_Load,${path_hdfs_project}/VHAscript.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},lkb_days,${lkb_days},current_date,${current_date},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,repo,LoadAXTSummary_Reload,f1/f2/repo/Workflows/LoadAXTSummary_Reload/Properties/DEV/prg1dataprogRepository_LoadAXTSummary_Reload_History_PRS_WF.properties,AXTsummary_Trigger_File,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,repo,LoadAXTSummary_Reload,f1/f2/repo/Workflows/LoadAXTSummary_Reload/Properties/DEV/prg1dataprogRepository_LoadAXTSummary_Reload_History_PRS_WF.properties,Capture_Failure_reccalc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reccalcClass,${reccalc_calculator_class},fileType,${reccalc_file_type},workflowId,${wf:id()},workflowName,${workflow},userName,${current_user},workflowFailure,True,failedStep,${wf:lastErrorNode()},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${path_custom_jar_lib}/prg1Common.jar,${path_custom_jar_lib}/lib/itcore.jar,${environment_hdfs_folder}/Workflow/KEYS/prg1_jaas.conf,${kerberos_keytab_file},,,,,,,
106,repo,LoadAXTSummary_Reload,f1/f2/repo/Workflows/LoadAXTSummary_Reload/Properties/DEV/prg1dataprogRepository_LoadAXTSummary_Reload_History_PSA_WF.properties,CleanUp_AXT_Staging_Table,${path_hdfs_workflow_root}/drop_staging_partitions.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},stg_table_name,${stg_table},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,repo,LoadAXTSummary_Reload,f1/f2/repo/Workflows/LoadAXTSummary_Reload/Properties/DEV/prg1dataprogRepository_LoadAXTSummary_Reload_History_PSA_WF.properties,CleanUp_AXT_Mntr_Staging_Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,repo,LoadAXTSummary_Reload,f1/f2/repo/Workflows/LoadAXTSummary_Reload/Properties/DEV/prg1dataprogRepository_LoadAXTSummary_Reload_History_PSA_WF.properties,Get_CRC4T_Data_AXT_Reload,AXTReloadtransform.sh,${spark_master},${spark_deploy_mode},${spark_max_executors},${spark_driver_memory},${spark_executor_memory},${spark_executor_cores},${output},${hive_database_name},${kerberos_keytab_filename},${kerberos_principal},${current_user},${lkb_days},${source_table},${current_date},${start_date},${assembly_jar},${hive_jdbc_url},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${path_hdfs_project}/AXTReloadtransform.sh,${path_hdfs_project}/AXTReloadtransform.py,${path_hdfs_project}/AXTReloadtransform_script.sql,${kerberos_keytab_file},,,,,,,
109,repo,LoadAXTSummary_Reload,f1/f2/repo/Workflows/LoadAXTSummary_Reload/Properties/DEV/prg1dataprogRepository_LoadAXTSummary_Reload_History_PSA_WF.properties,Load_To_Master,${path_hdfs_project}/loadToMaster.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},mstr_table_name,${mstr_tbl},stg_table_name,${stg_table},lkb_days,${lkb_days},current_date,${current_date},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,repo,LoadAXTSummary_Reload,f1/f2/repo/Workflows/LoadAXTSummary_Reload/Properties/DEV/prg1dataprogRepository_LoadAXTSummary_Reload_History_PSA_WF.properties,Load_Daily_Mntr_Stg_Load,${path_hdfs_project}/AXT_Monitoring_stage.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},stg_table,${stg_table},monitoring_staging,${monitoring_staging},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,repo,LoadAXTSummary_Reload,f1/f2/repo/Workflows/LoadAXTSummary_Reload/Properties/DEV/prg1dataprogRepository_LoadAXTSummary_Reload_History_PSA_WF.properties,Load_Daily_Mntr_Master_Load,${path_hdfs_project}/LoadAXTMonitorMaster.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},monitoring_master,${monitoring_master},monitoring_staging,${monitoring_staging},currentUser,${current_user},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,repo,LoadAXTSummary_Reload,f1/f2/repo/Workflows/LoadAXTSummary_Reload/Properties/DEV/prg1dataprogRepository_LoadAXTSummary_Reload_History_PSA_WF.properties,Load_VHA_Daily_Load,${path_hdfs_project}/VHAscript.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},lkb_days,${lkb_days},current_date,${current_date},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,repo,LoadAXTSummary_Reload,f1/f2/repo/Workflows/LoadAXTSummary_Reload/Properties/DEV/prg1dataprogRepository_LoadAXTSummary_Reload_History_PSA_WF.properties,AXTsummary_Trigger_File,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,repo,LoadAXTSummary_Reload,f1/f2/repo/Workflows/LoadAXTSummary_Reload/Properties/DEV/prg1dataprogRepository_LoadAXTSummary_Reload_History_PSA_WF.properties,Capture_Failure_reccalc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reccalcClass,${reccalc_calculator_class},fileType,${reccalc_file_type},workflowId,${wf:id()},workflowName,${workflow},userName,${current_user},workflowFailure,True,failedStep,${wf:lastErrorNode()},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${path_custom_jar_lib}/prg1Common.jar,${path_custom_jar_lib}/lib/itcore.jar,${environment_hdfs_folder}/Workflow/KEYS/prg1_jaas.conf,${kerberos_keytab_file},,,,,,,
115,repo,LoadAXTSummary_Reload,f1/f2/repo/Workflows/LoadAXTSummary_Reload/Properties/DEV/prg1dataprogRepository_LoadAXTSummary_Reload_History_PSU_WF.properties,CleanUp_AXT_Staging_Table,${path_hdfs_workflow_root}/drop_staging_partitions.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},stg_table_name,${stg_table},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,repo,LoadAXTSummary_Reload,f1/f2/repo/Workflows/LoadAXTSummary_Reload/Properties/DEV/prg1dataprogRepository_LoadAXTSummary_Reload_History_PSU_WF.properties,CleanUp_AXT_Mntr_Staging_Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,repo,LoadAXTSummary_Reload,f1/f2/repo/Workflows/LoadAXTSummary_Reload/Properties/DEV/prg1dataprogRepository_LoadAXTSummary_Reload_History_PSU_WF.properties,Get_CRC4T_Data_AXT_Reload,AXTReloadtransform.sh,${spark_master},${spark_deploy_mode},${spark_max_executors},${spark_driver_memory},${spark_executor_memory},${spark_executor_cores},${output},${hive_database_name},${kerberos_keytab_filename},${kerberos_principal},${current_user},${lkb_days},${source_table},${current_date},${start_date},${assembly_jar},${hive_jdbc_url},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${path_hdfs_project}/AXTReloadtransform.sh,${path_hdfs_project}/AXTReloadtransform.py,${path_hdfs_project}/AXTReloadtransform_script.sql,${kerberos_keytab_file},,,,,,,
118,repo,LoadAXTSummary_Reload,f1/f2/repo/Workflows/LoadAXTSummary_Reload/Properties/DEV/prg1dataprogRepository_LoadAXTSummary_Reload_History_PSU_WF.properties,Load_To_Master,${path_hdfs_project}/loadToMaster.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},mstr_table_name,${mstr_tbl},stg_table_name,${stg_table},lkb_days,${lkb_days},current_date,${current_date},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,repo,LoadAXTSummary_Reload,f1/f2/repo/Workflows/LoadAXTSummary_Reload/Properties/DEV/prg1dataprogRepository_LoadAXTSummary_Reload_History_PSU_WF.properties,Load_Daily_Mntr_Stg_Load,${path_hdfs_project}/AXT_Monitoring_stage.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},stg_table,${stg_table},monitoring_staging,${monitoring_staging},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,repo,LoadAXTSummary_Reload,f1/f2/repo/Workflows/LoadAXTSummary_Reload/Properties/DEV/prg1dataprogRepository_LoadAXTSummary_Reload_History_PSU_WF.properties,Load_Daily_Mntr_Master_Load,${path_hdfs_project}/LoadAXTMonitorMaster.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},monitoring_master,${monitoring_master},monitoring_staging,${monitoring_staging},currentUser,${current_user},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,repo,LoadAXTSummary_Reload,f1/f2/repo/Workflows/LoadAXTSummary_Reload/Properties/DEV/prg1dataprogRepository_LoadAXTSummary_Reload_History_PSU_WF.properties,Load_VHA_Daily_Load,${path_hdfs_project}/VHAscript.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},lkb_days,${lkb_days},current_date,${current_date},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,repo,LoadAXTSummary_Reload,f1/f2/repo/Workflows/LoadAXTSummary_Reload/Properties/DEV/prg1dataprogRepository_LoadAXTSummary_Reload_History_PSU_WF.properties,AXTsummary_Trigger_File,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,repo,LoadAXTSummary_Reload,f1/f2/repo/Workflows/LoadAXTSummary_Reload/Properties/DEV/prg1dataprogRepository_LoadAXTSummary_Reload_History_PSU_WF.properties,Capture_Failure_reccalc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reccalcClass,${reccalc_calculator_class},fileType,${reccalc_file_type},workflowId,${wf:id()},workflowName,${workflow},userName,${current_user},workflowFailure,True,failedStep,${wf:lastErrorNode()},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${path_custom_jar_lib}/prg1Common.jar,${path_custom_jar_lib}/lib/itcore.jar,${environment_hdfs_folder}/Workflow/KEYS/prg1_jaas.conf,${kerberos_keytab_file},,,,,,,
124,repo,LoaddevpactHistory,f1/f2/repo/Workflows/LoaddevpactHistory/Properties/DEV/prg1dataprogRepository_LoaddevpactHistory_WF.properties,LoaddevpactHistory_Move_to_Inprocess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${raw_input_location}/,${raw_input_location}/,${raw_inprocess_location}/,${raw_inprocess_location}/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${path_hdfs_prg1_lib}/prg1Common.jar,${path_hdfs_prg1_lib}/lib/itcore.jar,${environment_hdfs_folder}/Workflow/KEYS/prg1_jaas.conf,${kerberos_keytab_file},,,,,,,
125,repo,LoaddevpactHistory,f1/f2/repo/Workflows/LoaddevpactHistory/Properties/DEV/prg1dataprogRepository_LoaddevpactHistory_WF.properties,LoaddevpactHistory_Stg_To_Archive,${path_hdfs_workflow_root}/LoadArchivedevpact.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},current_date,${current_date},arcv_days,${arcv_days},current_user,${kerberos_user_name},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${path_hdfs_workflow_root}/LoadArchivedevpact.ql,,,,,,,,,,
126,repo,LoaddevpactHistory,f1/f2/repo/Workflows/LoaddevpactHistory/Properties/DEV/prg1dataprogRepository_LoaddevpactHistory_WF.properties,LoaddevpactHistory_Stage,devpact.sh,${hive_database_name},${raw_input_location}/,${raw_inprocess_location}/,${source_history_table},${output_staging_hdfs_path}/,${spark_master},${spark_deploy_mode},${spark_jars},${spark_network_timeout},${spark_ui_port},${spark_driver_memory},${spark_num_executors},${spark_executor_memory},${oozie_queue_name},${spark_sql_shuffle_partitions},${spark_sql_orc_filterPushdown},${spark_yarn_executor_memoryOverhead},${spark_core_connection_ack_wait_timeout},${spark_task_maxfailures},${spark_shuffle_io_maxRetries},${spark_dynamicalLocation_enabled},${spark_sql_orc_enabled},${spark_sql_hive_convertMetaStoreOrc},${spark_sql_orc_char_enabled},${spark_files},${kerberos_principal},${kerberos_keytab_filename},${Incremental},${current_user},${json_jar1},${json_jar2},${MKD_schedule_query_days},${current_date},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${path_hdfs_workflow_root}/devpact.sh,${path_hdfs_workflow_root}/devpact.py,${kerberos_keytab_file},,,,,,,,
127,repo,LoaddevpactHistory,f1/f2/repo/Workflows/LoaddevpactHistory/Properties/DEV/prg1dataprogRepository_LoaddevpactHistory_WF.properties,LoaddevpactHistory_Stg_To_Master,${path_hdfs_workflow_root}/LoadMasterdevpact.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},current_user,${kerberos_user_name},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${path_hdfs_workflow_root}/LoadMasterdevpact.ql,,,,,,,,,,
128,repo,LoaddevpactHistory,f1/f2/repo/Workflows/LoaddevpactHistory/Properties/DEV/prg1dataprogRepository_LoaddevpactHistory_WF.properties,Drop_Partition_tcx_ArchiveTable_Partitions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minHour,${delete_minHour},maxHour,${delete_maxHour},database,${hive_database_name},tableName,${archive_table},tableLocation,${archive_table_path},partitionColumn,${MKD_messages_partition},retention,${MKD_messages_retention},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${prg1_common_jar},${jar_itcore},${jar_hdfs_jdbc},${environment_hdfs_folder}/Workflow/KEYS/prg1_jaas.conf,${kerberos_keytab_file},,,,,,
129,repo,LoaddevpactHistory,f1/f2/repo/Workflows/LoaddevpactHistory/Properties/DEV/prg1dataprogRepository_LoaddevpactHistory_WF.properties,Capture_Success_reccalc_Schedule,${path_hdfs_workflow_root}/success_reccalc.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},masterTableNm,${master_table_devpact},TableNm,${staging_table},sourceTableNm,${raw_input_location},currentUser,${kerberos_user_name},fileType,${reccalcFileTypeschedule},workflowId,${wf:id()},workflowName,${workflow},step_job_name,${wf:id()}_Capture_Success_reccalc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,repo,LoaddevpactHistory,f1/f2/repo/Workflows/LoaddevpactHistory/Properties/DEV/prg1dataprogRepository_LoaddevpactHistory_WF.properties,On_Failure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${raw_inprocess_location}/,${raw_inprocess_location}/,${raw_failure_location}/${wf:id()},${raw_failure_location}/${wf:id()},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${path_hdfs_prg1_lib}/prg1Common.jar,${path_hdfs_prg1_lib}/lib/itcore.jar,${environment_hdfs_folder}/Workflow/KEYS/prg1_jaas.conf,${kerberos_keytab_file},,,,,,,
131,repo,LoaddevpactHistoryPJ1,f1/f2/repo/Workflows/LoaddevpactHistoryPJ1/Properties/DEV/prg1dataprogRepository_LoaddevpactHistoryPJ1_WF.properties,LoaddevpactHistoryPJ1_Move_to_Inprocess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${raw_input_location}/,${raw_input_location}/,${raw_inprocess_location}/,${raw_inprocess_location}/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${path_hdfs_prg1_lib}/prg1Common.jar,${path_hdfs_prg1_lib}/lib/itcore.jar,${environment_hdfs_folder}/Workflow/KEYS/prg1_jaas.conf,${kerberos_keytab_file},,,,,,,
132,repo,LoaddevpactHistoryPJ1,f1/f2/repo/Workflows/LoaddevpactHistoryPJ1/Properties/DEV/prg1dataprogRepository_LoaddevpactHistoryPJ1_WF.properties,LoaddevpactHistoryPJ1_Stage,devpactHistory.sh,${hive_database_name},${raw_input_location}/,${raw_inprocess_location}/,${source_history_table},${output_staging_hdfs_path}/,${spark_master},${spark_deploy_mode},${spark_jars},${spark_network_timeout},${spark_ui_port},${spark_driver_memory},${spark_num_executors},${spark_executor_memory},${oozie_queue_name},${spark_sql_shuffle_partitions},${spark_sql_orc_filterPushdown},${spark_yarn_executor_memoryOverhead},${spark_core_connection_ack_wait_timeout},${spark_task_maxfailures},${spark_shuffle_io_maxRetries},${spark_dynamicalLocation_enabled},${spark_sql_orc_enabled},${spark_sql_hive_convertMetaStoreOrc},${spark_sql_orc_char_enabled},${spark_files},${kerberos_principal},${kerberos_keytab_filename},${Incremental},${current_user},${json_jar1},${json_jar2},${MKD_schedule_query_days},${current_date},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${path_hdfs_workflow_root}/devpactHistory.sh,${path_hdfs_workflow_root}/devpactHistory.py,${kerberos_keytab_file},,,,,,,,
133,repo,LoaddevpactHistoryPJ1,f1/f2/repo/Workflows/LoaddevpactHistoryPJ1/Properties/DEV/prg1dataprogRepository_LoaddevpactHistoryPJ1_WF.properties,LoaddevpactHistoryPJ1_Stg_To_Master,${path_hdfs_workflow_root}/LoadMasterdevpactHistory.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},current_user,${kerberos_user_name},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${path_hdfs_workflow_root}/LoadMasterdevpactHistory.ql,,,,,,,,,,
134,repo,LoaddevpactHistoryPJ1,f1/f2/repo/Workflows/LoaddevpactHistoryPJ1/Properties/DEV/prg1dataprogRepository_LoaddevpactHistoryPJ1_WF.properties,Capture_Success_reccalc_Schedule,${path_hdfs_workflow_root}/success_reccalc.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},masterTableNm,${master_table_devpact},TableNm,${staging_table},sourceTableNm,${raw_input_location},currentUser,${kerberos_user_name},fileType,${reccalcFileTypeschedule},workflowId,${wf:id()},workflowName,${workflow},step_job_name,${wf:id()}_Capture_Success_reccalc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummary.properties,LoadH2T_DailyLoad,${path_hdfs_project}/repair_stage_table.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},temp_stg_table,${temp_stg_table},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
