SeqNo,RepoName,WflowName,Properties_file,Actionname,SH_QL_file,Arg1,Arg2,Arg3,Arg4,Arg5,Arg6,Arg7,Arg8,Arg9,Arg10,Arg11,Arg12,Arg13,Arg14,Arg15,Arg16,Arg17,Arg18,Arg19,Arg20,Arg21,Arg22,Arg23,Arg24,Arg25,Arg26,Arg27,Arg28,Arg29,Arg30,Arg31,Arg32,Arg33,Arg34,Arg35,Argname1,Argvalue1,Argname2,Argvalue2,Argname3,Argvalue3,Argname4,Argvalue4,Argname5,Argvalue5,Argname6,Argvalue6,Argname7,Argvalue7,Argname8,Argvalue8,Argname9,Argvalue9,Argname10,Argvalue10,Argname11,Argvalue11,Argname12,Argvalue12,Argname13,Argvalue13,Argname14,Argvalue14,Argname15,Argvalue15,Pname1,Pvalue1,Pname2,Pvalue2,Pname3,Pvalue3,Pname4,Pvalue4,Pname5,Pvalue5,Pname6,Pvalue6,Pname7,Pvalue7,Pname8,Pvalue8,Pname9,Pvalue9,Pname10,Pvalue10,Pname11,Pvalue11,Pname12,Pvalue12,Pname13,Pvalue13,Pname14,Pvalue14,Pname15,Pvalue15,Pname16,Pvalue16,Pname17,Pvalue17,Pname18,Pvalue18,Pname19,Pvalue19,Pname20,Pvalue20,Pname21,Pvalue21,Pname22,Pvalue22,Pname23,Pvalue23,Pname24,Pvalue24,Pname25,Pvalue25,Pname26,Pvalue26,Pname27,Pvalue27,Pname28,Pvalue28,Pname29,Pvalue29,Pname30,Pvalue30,File1,File2,File3,File4,File5,File6,File7,File8,File9,File10,
210,repo,LoadH2TConsentSummaryPJ1,f1/f2/repo/Workflows/LoadH2TConsentSummaryPJ1/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummaryHistLoadPJ1.properties,LoadH2T_Staging_HistoryLoad,${path_hdfs_project}/loadToStaging.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},lkb_days,${lkb_days},raw_k2_table,${raw_k2_table},J9D_table,${J9D_table},H2T_table,${H2T_table},current_date,${current_date},current_user,${current_user},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,repo,LoadH2TConsentSummaryPJ1,f1/f2/repo/Workflows/LoadH2TConsentSummaryPJ1/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummaryHistLoadPJ1.properties,Load_To_Master,${path_hdfs_project}/loadToMaster.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},lkb_days,${lkb_days},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,repo,LoadH2TConsentSummaryPJ1,f1/f2/repo/Workflows/LoadH2TConsentSummaryPJ1/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummaryHistLoadPJ1.properties,Capture_Success_reccalc,${path_hdfs_project}/success_reccalc.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},current_user,${kerberos_user_name},workflowId,${wf:id()},workflowName,${workflow},mstr_tbl,${mstr_tbl},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,repo,LoadH2TConsentSummaryPJ1,f1/f2/repo/Workflows/LoadH2TConsentSummaryPJ1/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummaryHistLoadPJ1.properties,Capture_Failure_reccalc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reccalcClass,${reccalc_calculator_class},fileType,${reccalc_file_type},workflowId,${wf:id()},workflowName,${workflow},userName,${current_user},workflowFailure,True,failedStep,${wf:lastErrorNode()},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${path_custom_jar_lib}/prg1Common.jar,${path_custom_jar_lib}/lib/itcore.jar,${environment_hdfs_folder}/Workflow/KEYS/prg1_jaas.conf,${kerberos_keytab_file},,,,,,,
214,repo,LoadH2TConsentSummaryPJ1,f1/f2/repo/Workflows/LoadH2TConsentSummaryPJ1/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummaryHistLoadPJ1.properties,Failure_Notification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,repo,LoadH2TConsentSummaryPJ1,f1/f2/repo/Workflows/LoadH2TConsentSummaryPJ1/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummaryPJ1.properties,LoadH2T_Staging_DailyLoad,runH2T.sh,${spark_master},${spark_deploy_mode},${spark_max_executors},${spark_driver_memory},${spark_executor_memory},${spark_executor_cores},${output},${hive_database_name},${kerberos_keytab_filename},${kerberos_principal},${current_user},${lkb_days},${source_k2_table},${J9D_table},${H2T_table},${current_date},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${path_hdfs_project}/runH2T.sh,${path_hdfs_project}/H2Ttransform.py,${kerberos_keytab_file},,,,,,,,
216,repo,LoadH2TConsentSummaryPJ1,f1/f2/repo/Workflows/LoadH2TConsentSummaryPJ1/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummaryPJ1.properties,LoadH2T_Staging_HistoryLoad,runH2T.sh,${spark_master},${spark_deploy_mode},${spark_max_executors},${spark_driver_memory},${spark_executor_memory},${spark_executor_cores},${output},${hive_database_name},${kerberos_keytab_filename},${kerberos_principal},${current_user},${lkb_days},${source_k2_table},${J9D_table},${H2T_table},${current_date},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${path_hdfs_project}/runH2T.sh,${path_hdfs_project}/H2Ttransform.py,${kerberos_keytab_file},,,,,,,,
217,repo,LoadH2TConsentSummaryPJ1,f1/f2/repo/Workflows/LoadH2TConsentSummaryPJ1/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummaryPJ1.properties,LoadH2T_Staging_DailyLoad,${path_hdfs_project}/loadToStaging.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},lkb_days,${lkb_days},raw_k2_table,${raw_k2_table},J9D_table,${J9D_table},H2T_table,${H2T_table},current_date,${current_date},current_user,${current_user},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,repo,LoadH2TConsentSummaryPJ1,f1/f2/repo/Workflows/LoadH2TConsentSummaryPJ1/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummaryPJ1.properties,LoadH2T_Staging_HistoryLoad,${path_hdfs_project}/loadToStaging.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},lkb_days,${lkb_days},raw_k2_table,${raw_k2_table},J9D_table,${J9D_table},H2T_table,${H2T_table},current_date,${current_date},current_user,${current_user},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,repo,LoadH2TConsentSummaryPJ1,f1/f2/repo/Workflows/LoadH2TConsentSummaryPJ1/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummaryPJ1.properties,Load_To_Master,${path_hdfs_project}/loadToMaster.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},lkb_days,${lkb_days},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,repo,LoadH2TConsentSummaryPJ1,f1/f2/repo/Workflows/LoadH2TConsentSummaryPJ1/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummaryPJ1.properties,Capture_Success_reccalc,${path_hdfs_project}/success_reccalc.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},current_user,${kerberos_user_name},workflowId,${wf:id()},workflowName,${workflow},mstr_tbl,${mstr_tbl},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,repo,LoadH2TConsentSummaryPJ1,f1/f2/repo/Workflows/LoadH2TConsentSummaryPJ1/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummaryPJ1.properties,Capture_Failure_reccalc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reccalcClass,${reccalc_calculator_class},fileType,${reccalc_file_type},workflowId,${wf:id()},workflowName,${workflow},userName,${current_user},workflowFailure,True,failedStep,${wf:lastErrorNode()},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${path_custom_jar_lib}/prg1Common.jar,${path_custom_jar_lib}/lib/itcore.jar,${environment_hdfs_folder}/Workflow/KEYS/prg1_jaas.conf,${kerberos_keytab_file},,,,,,,
222,repo,LoadH2TConsentSummaryPJ1,f1/f2/repo/Workflows/LoadH2TConsentSummaryPJ1/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummaryPJ1.properties,Failure_Notification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,repo,LoadH2TConsentSummary_Reload,f1/f2/repo/Workflows/LoadH2TConsentSummary_Reload/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummaryPJ1_Reload.properties,LoadH2T_Staging_HistoryLoad_4G,runH2T.sh,${spark_master},${spark_deploy_mode},${spark_max_executors},${spark_driver_memory},${spark_executor_memory},${spark_executor_cores},${output},${hive_database_name},${kerberos_keytab_filename},${kerberos_principal},${current_user},${current_date},${lkb_days},${history_load},${temp_stg_table},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${path_hdfs_project}/runH2T.sh,${path_hdfs_project}/H2Ttransform.py,${kerberos_keytab_file},,,,,,,,
224,repo,LoadH2TConsentSummary_Reload,f1/f2/repo/Workflows/LoadH2TConsentSummary_Reload/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummaryPJ1_Reload.properties,Load_To_Master,${path_hdfs_project}/loadToMaster.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},mstr_table,${mstr_table},stg_table,${stg_table},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,repo,LoadH2TConsentSummary_Reload,f1/f2/repo/Workflows/LoadH2TConsentSummary_Reload/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummaryPJ1_Reload.properties,LoadH2TPJ1_Staging_HistoryLoad,runH2TPJ1.sh,${spark_master},${spark_deploy_mode},${spark_max_executors},${spark_driver_memory},${spark_executor_memory},${spark_executor_cores},${output},${hive_database_name},${kerberos_keytab_filename},${kerberos_principal},${current_user},${lkb_days},${history_load},${temp_stg_table},${current_date},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${path_hdfs_project}/runH2TPJ1.sh,${path_hdfs_project}/H2TPJ1transform.py,${kerberos_keytab_file},,,,,,,,
226,repo,LoadH2TConsentSummary_Reload,f1/f2/repo/Workflows/LoadH2TConsentSummary_Reload/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummaryPJ1_Reload.properties,Load_To_Master_PJ1,${path_hdfs_project}/PJ1LoadToMaster.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},mstr_table,${mstr_table},stg_table,${stg_table},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,repo,LoadH2TConsentSummary_Reload,f1/f2/repo/Workflows/LoadH2TConsentSummary_Reload/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummaryPJ1_Reload.properties,Capture_Success_reccalc,${path_hdfs_project}/success_reccalc.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},current_user,${kerberos_user_name},workflowId,${wf:id()},workflowName,${workflow},reccalc_file_type,${reccalc_file_type},mstr_table,${mstr_table},stg_table,${stg_table},reccalc_table,${reccalc_table},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,repo,LoadH2TConsentSummary_Reload,f1/f2/repo/Workflows/LoadH2TConsentSummary_Reload/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummaryPJ1_Reload.properties,Capture_Failure_reccalc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reccalcClass,${reccalc_calculator_class},fileType,${reccalc_file_type},workflowId,${wf:id()},workflowName,${workflow},userName,${current_user},workflowFailure,True,failedStep,${wf:lastErrorNode()},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${path_custom_jar_lib}/prg1Common.jar,${path_custom_jar_lib}/lib/itcore.jar,${environment_hdfs_folder}/Workflow/KEYS/prg1_jaas.conf,${kerberos_keytab_file},,,,,,,
229,repo,LoadH2TConsentSummary_Reload,f1/f2/repo/Workflows/LoadH2TConsentSummary_Reload/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummaryPJ1_Reload.properties,Failure_Notification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,repo,LoadH2TConsentSummary_Reload,f1/f2/repo/Workflows/LoadH2TConsentSummary_Reload/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummary_Reload.properties,LoadH2T_Staging_HistoryLoad_4G,runH2T.sh,${spark_master},${spark_deploy_mode},${spark_max_executors},${spark_driver_memory},${spark_executor_memory},${spark_executor_cores},${output},${hive_database_name},${kerberos_keytab_filename},${kerberos_principal},${current_user},${current_date},${lkb_days},${history_load},${temp_stg_table},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${path_hdfs_project}/runH2T.sh,${path_hdfs_project}/H2Ttransform.py,${kerberos_keytab_file},,,,,,,,
231,repo,LoadH2TConsentSummary_Reload,f1/f2/repo/Workflows/LoadH2TConsentSummary_Reload/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummary_Reload.properties,Load_To_Master,${path_hdfs_project}/loadToMaster.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},mstr_table,${mstr_table},stg_table,${stg_table},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,repo,LoadH2TConsentSummary_Reload,f1/f2/repo/Workflows/LoadH2TConsentSummary_Reload/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummary_Reload.properties,LoadH2TPJ1_Staging_HistoryLoad,runH2TPJ1.sh,${spark_master},${spark_deploy_mode},${spark_max_executors},${spark_driver_memory},${spark_executor_memory},${spark_executor_cores},${output},${hive_database_name},${kerberos_keytab_filename},${kerberos_principal},${current_user},${lkb_days},${history_load},${temp_stg_table},${current_date},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${path_hdfs_project}/runH2TPJ1.sh,${path_hdfs_project}/H2TPJ1transform.py,${kerberos_keytab_file},,,,,,,,
233,repo,LoadH2TConsentSummary_Reload,f1/f2/repo/Workflows/LoadH2TConsentSummary_Reload/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummary_Reload.properties,Load_To_Master_PJ1,${path_hdfs_project}/PJ1LoadToMaster.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},mstr_table,${mstr_table},stg_table,${stg_table},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,repo,LoadH2TConsentSummary_Reload,f1/f2/repo/Workflows/LoadH2TConsentSummary_Reload/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummary_Reload.properties,Capture_Success_reccalc,${path_hdfs_project}/success_reccalc.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},current_user,${kerberos_user_name},workflowId,${wf:id()},workflowName,${workflow},reccalc_file_type,${reccalc_file_type},mstr_table,${mstr_table},stg_table,${stg_table},reccalc_table,${reccalc_table},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,repo,LoadH2TConsentSummary_Reload,f1/f2/repo/Workflows/LoadH2TConsentSummary_Reload/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummary_Reload.properties,Capture_Failure_reccalc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reccalcClass,${reccalc_calculator_class},fileType,${reccalc_file_type},workflowId,${wf:id()},workflowName,${workflow},userName,${current_user},workflowFailure,True,failedStep,${wf:lastErrorNode()},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${path_custom_jar_lib}/prg1Common.jar,${path_custom_jar_lib}/lib/itcore.jar,${environment_hdfs_folder}/Workflow/KEYS/prg1_jaas.conf,${kerberos_keytab_file},,,,,,,
236,repo,LoadH2TConsentSummary_Reload,f1/f2/repo/Workflows/LoadH2TConsentSummary_Reload/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummary_Reload.properties,Failure_Notification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,repo,LoadJ9DandSPN4G,f1/f2/repo/Workflows/LoadJ9DandSPN4G/Properties/DEV/prg1dataprogRepository_LoadJ9DandSPN4G_WF.properties,Load_StrtgPartNo_Stage_From_CRC4T,Load_CRC4TStrategyPartNo.sh,${hive_database_name},${current_user},${CRC4T_strgypartno_query_days},${spark_master},${spark_network_timeout},${spark_ui_port},${spark_deploy_mode},${spark_jars},${spark_driver_memory},${spark_num_executors},${spark_executor_memory},${oozie_queue_name},${spark_sql_shuffle_partitions},${spark_sql_orc_filterPushdown},${spark_executor_memoryOverhead},${spark_core_connection_ack_wait_timeout},${spark_task_maxfailures},${spark_shuffle_io_maxRetries},${spark_dynamicalLocation_enabled},${spark_sql_orc_enabled},${spark_sql_hive_convertMetaStoreOrc},${spark_sql_orc_char_enabled},${spark_files},${kerberos_keytab_filename},${kerberos_principal},${current_date},${spark_executor_cores},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${path_hdfs_workflow_root}/Load_CRC4TStrategyPartNo.sh,${path_hdfs_workflow_root}/Load_CRC4TStrategyPartNo.py,${kerberos_keytab_file},,,,,,,,
238,repo,LoadJ9DandSPN4G,f1/f2/repo/Workflows/LoadJ9DandSPN4G/Properties/DEV/prg1dataprogRepository_LoadJ9DandSPN4G_WF.properties,Move_StrtgPartNo_Staging_To_Master,${path_hdfs_workflow_root}/Load_MasterSPNFromStg.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${path_hdfs_workflow_root}/Load_MasterSPNFromStg.ql,,,,,,,,,,
239,repo,LoadJ9DandSPN4G,f1/f2/repo/Workflows/LoadJ9DandSPN4G/Properties/DEV/prg1dataprogRepository_LoadJ9DandSPN4G_WF.properties,Load_StrtgPartNo_Stage_From_TCUECGSYNC,Load_StrategyPartNo_TCUECGSYNC.sh,${hive_database_name},${current_user},${CRC4T_strgypartno_query_days},${spark_master},${spark_network_timeout},${spark_ui_port},${spark_deploy_mode},${spark_jars},${spark_driver_memory},${spark_num_executors},${spark_executor_memory},${oozie_queue_name},${spark_sql_shuffle_partitions},${spark_sql_orc_filterPushdown},${spark_executor_memoryOverhead},${spark_core_connection_ack_wait_timeout},${spark_task_maxfailures},${spark_shuffle_io_maxRetries},${spark_dynamicalLocation_enabled},${spark_sql_orc_enabled},${spark_sql_hive_convertMetaStoreOrc},${spark_sql_orc_char_enabled},${spark_files},${kerberos_keytab_filename},${kerberos_principal},${current_date},${spark_executor_cores},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${path_hdfs_workflow_root}/Load_StrategyPartNo_TCUECGSYNC.sh,${path_hdfs_workflow_root}/Load_StrategyPartNo_TCUECGSYNC.py,${kerberos_keytab_file},,,,,,,,
240,repo,LoadJ9DandSPN4G,f1/f2/repo/Workflows/LoadJ9DandSPN4G/Properties/DEV/prg1dataprogRepository_LoadJ9DandSPN4G_WF.properties,Move_StrtgPartNo_Staging_To_Master_TCUECGSYNC,${path_hdfs_workflow_root}/Load_MasterSPNFromStgTCUECGSYNC.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${path_hdfs_workflow_root}/Load_MasterSPNFromStgTCUECGSYNC.ql,,,,,,,,,,
241,repo,LoadJ9DandSPN4G,f1/f2/repo/Workflows/LoadJ9DandSPN4G/Properties/DEV/prg1dataprogRepository_LoadJ9DandSPN4G_WF.properties,Empty_J9D_Hive_Staging,${path_hdfs_workflow_root}/EmptyJ9DHiveStaging.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},path_hdfs_staging_table,${path_hdfs_J9D_staging_table},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,repo,LoadJ9DandSPN4G,f1/f2/repo/Workflows/LoadJ9DandSPN4G/Properties/DEV/prg1dataprogRepository_LoadJ9DandSPN4G_WF.properties,Load_J9D_Stage_From_CRC4T,Load_J9DStgFromCRC4T.sh,${hive_database_name},${CRC4T_J9D_query_days},${spark_master},${spark_network_timeout},${spark_ui_port},${spark_deploy_mode},${spark_jars},${spark_driver_memory},${spark_num_executors},${spark_executor_memory},${oozie_queue_name},${spark_sql_shuffle_partitions},${spark_sql_orc_filterPushdown},${spark_executor_memoryOverhead},${spark_yarn_executor_memoryOverhead},${spark_core_connection_ack_wait_timeout},${spark_task_maxfailures},${spark_shuffle_io_maxRetries},${spark_dynamicalLocation_enabled},${spark_sql_orc_enabled},${spark_sql_hive_convertMetaStoreOrc},${spark_sql_orc_char_enabled},${spark_files},${kerberos_keytab_filename},${kerberos_principal},${output},${spark_executor_cores},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${path_hdfs_workflow_root}/Load_J9DStgFromCRC4T.sh,${path_hdfs_workflow_root}/Load_J9DStgFromCRC4T.py,${kerberos_keytab_file},,,,,,,,
243,repo,LoadJ9DandSPN4G,f1/f2/repo/Workflows/LoadJ9DandSPN4G/Properties/DEV/prg1dataprogRepository_LoadJ9DandSPN4G_WF.properties,Load_J9D_Master_From_Stg,${path_hdfs_workflow_root}/Load_MasterJ9DFromStg.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},current_user,${kerberos_user_name},CRC4T_J9D_processdays,${hive_CRC4T_J9D_processdays},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${path_hdfs_workflow_root}/Load_MasterJ9DFromStg.ql,,,,,,,,,,
244,repo,LoadJ9DandSPN4G,f1/f2/repo/Workflows/LoadJ9DandSPN4G/Properties/DEV/prg1dataprogRepository_LoadJ9DandSPN4G_WF.properties,Capture_reccalc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reccalcClass,${reccalc_calculator_class},fileType,${source},workflowId,${wf:id()},workflowName,${workflow},userName,${current_user},workflowFailure,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${path_hdfs_prg1_lib}/prg1Common.jar,${path_hdfs_prg1_lib}/lib/itcore.jar,,,,,,,,,
245,repo,LoadJ9DandSPN4G,f1/f2/repo/Workflows/LoadJ9DandSPN4G/Properties/DEV/prg1dataprogRepository_LoadJ9DandSPN4G_WF.properties,Capture_Failure_reccalc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reccalcClass,${reccalc_calculator_class},fileType,${source},workflowId,${wf:id()},workflowName,${workflow},userName,${current_user},workflowFailure,true,failedStep,${wf:lastErrorNode()},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${path_custom_jar_lib}/prg1Common.jar,${path_hdfs_prg1_lib}/lib/itcore.jar,,,,,,,,,
